Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),Molecular weight (g mol-1)
13337,CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,Cc1ccccc1,353.0,417.0,7.543352641147177,95.8 %,2.8534448060156468,239.31698
13338,CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,Clc1ccccc1,357.0,423.0,2.446746914930462,22.4 %,4.078823168726096,239.31698
13339,CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,CCOC(C)=O,353.0,429.0,11.206063057612695,59.4 %,1.3225121263392083,239.31698
13340,CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,ClCCl,358.0,440.0,8.526311710976369,62.6 %,6.0954690060648105,239.31698
13341,CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,CCC(C)=O,356.0,443.0,5.4934387807991225,53.9 %,2.3404672395055597,239.31698
13342,CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,CC#N,356.0,448.0,2.0145845580233193,0.0 %,6.065282850481653,239.31698
13343,CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,CS(C)=O,363.0,453.0,1.047946109807826,76.7 %,4.667070698206354,239.31698
13344,CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,CC(C)O,368.0,482.0,10.404378079716,80.3 %,2.507405663701345,239.31698
13345,CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,CCO,369.0,489.0,5.95196812374556,5.8 %,5.998467661169325,239.31698
13346,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,C1CCCCC1,362.0,433.0,5.983560515533981,7.8 %,3.8849951380207535,335.48926
13347,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,Cc1ccccc1,368.0,452.0,4.966789522265046,98.1 %,2.358717634386899,335.48926
13348,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,Clc1ccccc1,370.0,462.0,10.982418445482413,73.7 %,1.441601657557939,335.48926
13349,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,CCOC(C)=O,366.0,467.0,9.095790683739754,23.5 %,1.4192021094027765,335.48926
13350,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,ClCCl,373.0,472.0,4.561204066733168,45.0 %,2.809239498631178,335.48926
13351,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,CCC(C)=O,368.0,481.0,5.258942647782032,13.1 %,2.7486771394943745,335.48926
13352,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,CC#N,370.0,489.0,10.714621861380985,72.8 %,4.3095283428981395,335.48926
13353,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,CS(C)=O,376.0,472.0,7.563396425542177,11.7 %,1.9420540569973295,335.48926
13354,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,CC(C)O,376.0,512.0,10.768451197528568,82.9 %,6.107439269346193,335.48926
13355,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)C(=O)CCC3,CCO,374.0,522.0,8.25767761182323,58.2 %,6.162185563294845,335.48926
13356,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,C1CCCCC1,397.0,449.0,6.895665433421815,70.7 %,1.6500257014529383,239.31698
13357,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,Cc1ccccc1,403.0,478.0,9.73372818555847,16.7 %,3.932641367741227,239.31698
13358,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,Clc1ccccc1,402.0,498.0,3.081688261923187,39.9 %,6.159239416302601,239.31698
13359,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,CCOC(C)=O,396.0,506.0,10.446808431862292,66.6 %,3.424788590335811,239.31698
13360,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,ClCCl,398.0,511.0,6.869956371266252,80.1 %,2.665484004280219,239.31698
13361,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,CCC(C)=O,398.0,517.0,12.91094590526695,8.0 %,2.348276795294896,239.31698
13362,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,CC#N,396.0,523.0,13.644279666749629,34.7 %,6.737779550318751,239.31698
13363,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,CS(C)=O,407.0,538.0,1.5642433554957331,97.3 %,3.9099416937441296,239.31698
13364,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,CC(C)O,406.0,520.0,12.81950424298055,87.0 %,2.664173819263805,239.31698
13365,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,CCO,406.0,495.0,9.69418542398546,3.2 %,2.7316914574418982,239.31698
13366,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,C1CCCCC1,418.0,507.0,10.307949158443634,71.9 %,1.4807438885659643,335.48926
13367,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,Cc1ccccc1,426.0,554.0,8.6789834488369,32.8 %,5.467869409751332,335.48926
13368,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,Clc1ccccc1,427.0,573.0,7.596704675371377,73.2 %,2.0757005670862188,335.48926
13369,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,CCOC(C)=O,417.0,586.0,12.44729074146468,81.3 %,2.490776945511749,335.48926
13370,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,ClCCl,426.0,595.0,3.8417987402655474,60.9 %,5.32829066031821,335.48926
13371,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,CCC(C)=O,420.0,612.0,2.752517697564318,45.0 %,2.8496961063495045,335.48926
13372,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,CC#N,419.0,625.0,1.4982263641564226,58.4 %,1.5982164236334004,335.48926
13373,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,CS(C)=O,428.0,643.0,7.283858013551906,29.1 %,6.291507762777499,335.48926
13374,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,CC(C)O,417.0,637.0,8.064403722452731,6.0 %,6.426120950336315,335.48926
13375,CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,CCO,410.0,539.0,3.212350413878763,45.8 %,3.5335827069723327,335.48926
13376,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccccc2-3)cc1,Cc1ccccc1,361.0,385.0,12.577775894413259,0.46,3.919078092,494.4879
13377,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccccc2-3)cc1,C1CCOC1,359.0,384.0,3.2246881669029905,0.45,3.785329835,494.4879
13378,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccccc2-3)cc1,ClCCl,361.0,385.0,1.5439587985024739,0.38,3.949390007,494.4879
13379,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccccc2-3)cc1,CC#N,359.0,385.0,4.7343338639641015,0.28,3.86332286,494.4879
13380,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccccc2-3)cc1,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccccc2-3)cc1,587.4734990473702,415.0,11.28143409430862,0.35,3.867061891953275,494.4879
13381,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccc4ccccc4c2-3)cc1,Cc1ccccc1,393.0,444.0,13.299145539580007,0.16,3.892094603,544.54778
13382,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccc4ccccc4c2-3)cc1,C1CCOC1,392.0,444.0,4.486438526100252,0.11,3.84509804,544.54778
13383,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccc4ccccc4c2-3)cc1,ClCCl,390.0,435.0,6.831898673172577,0.08,3.944482672,544.54778
13384,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccc4ccccc4c2-3)cc1,CC#N,385.0,443.0,4.438355748399794,0.07,3.919078092,544.54778
13385,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccc4ccccc4c2-3)cc1,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccc4ccccc4c2-3)cc1,937.7838955050476,442.0,2.3331534333684063,0.04,3.0819002948919083,544.54778
13386,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(-n4c5ccccc5c5ccccc54)ccc2-3)cc1,Cc1ccccc1,375.0,410.0,11.653156068146739,0.76,4.220108088,659.68248
13387,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(-n4c5ccccc5c5ccccc54)ccc2-3)cc1,C1CCOC1,370.0,409.0,12.222350028075486,0.82,4.222716471,659.68248
13388,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(-n4c5ccccc5c5ccccc54)ccc2-3)cc1,ClCCl,372.0,408.0,2.497261746912451,0.83,4.276461804,659.68248
13389,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(-n4c5ccccc5c5ccccc54)ccc2-3)cc1,CC#N,369.0,409.0,3.3054572771947894,0.71,4.252853031,659.68248
13390,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(-n4c5ccccc5c5ccccc54)ccc2-3)cc1,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(-n4c5ccccc5c5ccccc54)ccc2-3)cc1,147.21336335152196,440.0,7.960289985741634,0.32,1.5107815024981845,659.68248
13391,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)cc1,Cc1ccccc1,397.0,428.0,9.0319857363619,0.83,4.330413773,661.69836
13392,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)cc1,C1CCOC1,393.0,435.0,9.025278903703573,0.86,4.356025857,661.69836
13393,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)cc1,ClCCl,392.0,437.0,2.6277558536677246,0.88,4.33243846,661.69836
13394,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)cc1,CC#N,390.0,446.0,11.068854881460037,0.73,4.352182518,661.69836
13395,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)cc1,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)cc1,297.19096808444925,460.0,8.363326071631882,0.39,6.758266447513338,661.69836
13396,Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,ClC(Cl)Cl,370.0,441.0,2.9933766288051684,0.02,4.568201724,300.36004
13397,Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,CCOC(C)=O,374.0,446.0,3.941125584416179,0.01,4.462397998,300.36004
13398,Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,C1CCOC1,374.0,446.0,12.120756120230345,0.02,4.322219295,300.36004
13399,Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,CO,366.0,438.0,10.776499282515283,0.06,4.748188027,300.36004
13400,Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,CN(C)C=O,377.0,450.0,4.840466899348475,0.06,4.255272505,300.36004
13401,Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,CC#N,373.0,443.0,13.553648491786651,0.01,4.740362689,300.36004
13402,Cc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(=O)[nH]2)cc1,CS(C)=O,383.0,450.0,4.1454229176994115,0.1,4.568201724,300.36004
13403,N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)[nH]c1=O,ClC(Cl)Cl,371.0,452.0,3.6659369873698524,0.01,4.278753601,430.0984
13404,N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)[nH]c1=O,CCOC(C)=O,377.0,452.0,6.953670856745859,0.02,4.230448921,430.0984
13405,N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)[nH]c1=O,C1CCOC1,377.0,452.0,4.303290853868602,0.03,4.079181246,430.0984
13406,N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)[nH]c1=O,CO,368.0,448.0,9.91619670084655,0.11,4.414973348,430.0984
13407,N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)[nH]c1=O,CN(C)C=O,388.0,464.0,5.623252197256703,0.25,4.255272505,430.0984
13408,N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)[nH]c1=O,CC#N,373.0,453.0,2.0400727972637087,0.02,4.531478917,430.0984
13409,N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)[nH]c1=O,CS(C)=O,391.0,464.0,8.898648428667695,0.23,4.431363764,430.0984
13410,N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)[nH]c1=O,ClC(Cl)Cl,386.0,475.0,6.101805206954669,0.05,3.84509804,362.3004
13411,N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)[nH]c1=O,CCOC(C)=O,391.0,486.0,1.9088260985470757,0.05,3.903089987,362.3004
13412,N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)[nH]c1=O,C1CCOC1,395.0,492.0,4.520446017735214,0.06,3.954242509,362.3004
13413,N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)[nH]c1=O,CO,392.0,444.0,11.551366207761541,0.0,4.079181246,362.3004
13414,N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)[nH]c1=O,CN(C)C=O,437.0,451.0,2.530090607622177,0.01,3.77815125,362.3004
13415,N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)[nH]c1=O,CC#N,390.0,480.0,3.3326698653813547,0.01,4.0,362.3004
13416,N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)[nH]c1=O,CS(C)=O,448.0,446.0,11.901339649311135,0.02,3.84509804,362.3004
13417,N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,ClC(Cl)Cl,385.0,474.0,6.431512945282152,0.03,4.176091259,366.44316
13418,N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,CCOC(C)=O,394.0,484.0,12.372625012939384,0.03,4.301029996,366.44316
13419,N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,C1CCOC1,343.0,492.0,13.736070095301425,0.03,4.380211242,366.44316
13420,N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,CO,394.0,438.0,11.584228828873524,0.01,3.903089987,366.44316
13421,N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,CN(C)C=O,440.0,457.0,3.7442010486720085,0.01,3.698970004,366.44316
13422,N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,CC#N,389.0,486.0,7.4821063181607395,0.02,3.84509804,366.44316
13423,N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,CS(C)=O,449.0,437.0,1.20381195775145,0.03,3.602059991,366.44316
13424,N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,ClC(Cl)Cl,397.0,469.0,10.83049859775534,0.4,3.477121255,284.36252
13425,N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CCOC(C)=O,401.0,470.0,5.3097747970875515,0.56,3.301029996,284.36252
13426,N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,C1CCOC1,404.0,472.0,7.734348445885766,0.76,3.0,284.36252
13427,N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CO,390.0,452.0,11.445022574799326,0.49,3.602059991,284.36252
13428,N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CN(C)C=O,407.0,464.0,11.67797746115859,0.11,3.301029996,284.36252
13429,N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CC#N,397.0,460.0,7.63012074338645,0.32,3.602059991,284.36252
13430,N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CS(C)=O,414.0,468.0,1.0990351510190837,0.61,3.77815125,284.36252
13431,c1ccc(-c2ccnc(-c3ccccc3)n2)cc1,ClC(Cl)Cl,278.0,311.0,0.6,0.51,1.571615630210995,232.28528
13432,COc1ccc(-c2cc(-c3ccc(N(C)C)cc3)nc(-c3ccccc3)n2)cc1,ClC(Cl)Cl,365.0,453.0,7.1,0.49,6.395438701017492,381.47762
13433,CN(C)c1ccc(-c2cc(-c3cccs3)nc(-c3ccccc3)n2)cc1,ClC(Cl)Cl,371.0,473.0,7.0,0.46,4.968923198324258,357.47986
13434,CN(C)c1ccc(-c2cc(-c3ccc4ccccc4c3)nc(-c3ccccc3)n2)cc1,ClC(Cl)Cl,379.0,510.0,2.4,0.4,4.408564864339191,401.51162
13435,CN(C)c1ccc(-c2cc(-c3ccc4ccccc4c3)nc(-c3ccccc3)n2)cc1,C1CCCCC1,368.0,422.0,2.9,0.48,6.353130779785557,401.51162
13436,CN(C)c1ccc(-c2cc(-c3ccc4ccccc4c3)nc(-c3ccccc3)n2)cc1,CS(C)=O,382.0,599.0,1.6,0.22,1.4680773631496113,401.51162
13437,CN(C)c1ccc(-c2cc(-c3ccc(C#N)cc3)nc(-c3ccccc3)n2)cc1,ClC(Cl)Cl,376.0,495.0,3.5,0.44,1.7581662925205284,376.4618
13438,c1ccc(-c2nc(-c3ccc(N4CCCC4)cc3)cc(-c3ccc4ccccc4c3)n2)cc1,ClC(Cl)Cl,430.0,498.0,2.4,0.19,5.454775574021476,427.5495
13439,N#Cc1ccc(-c2cc(-c3ccc(N4CCCC4)cc3)nc(-c3ccccc3)n2)cc1,ClC(Cl)Cl,385.0,518.0,3.3,0.23,1.8985101731527099,402.49968
13440,N#Cc1ccc(C=C(c2ccccc2)c2ccccc2)cc1,C1CCOC1,321.0,390.0,31.0,0.046,3.7598062588752854,281.3571
13441,COc1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(OC)cc2)cc1,C1CCOC1,350.0,395.0,6.9,0.045,3.7321925595382335,341.40886
13442,CN(C)c1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(N(C)C)cc2)cc1,C1CCOC1,364.0,412.0,7.1,0.056,2.3082650573969294,367.4945
13443,O=Cc1ccc(C=C(c2ccccc2)c2ccccc2)cc1,C1CCOC1,333.0,383.0,25.4,0.039,2.5345798337488947,284.35704
13444,COc1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(OC)cc2)cc1,C1CCOC1,356.0,396.0,6.7,0.066,3.0580984177214083,344.4088
13445,CN(C)c1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(N(C)C)cc2)cc1,C1CCOC1,407.0,401.0,7.0,0.059,5.80551142617211,370.49444
13446,N#Cc1ccc(/C=C/c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,366.0,456.0,0.5,0.166,6.594438001684323,383.49274
13447,COc1ccc(C(=Cc2ccc(/C=C/c3ccc(C#N)cc3)cc2)c2ccc(OC)cc2)cc1,C1CCOC1,379.0,467.0,1.9,0.03,5.1708678815579034,443.5445
13448,CN(C)c1ccc(C(=Cc2ccc(/C=C/c3ccc(C#N)cc3)cc2)c2ccc(N(C)C)cc2)cc1,C1CCOC1,415.0,481.0,1.0,0.042,1.2403684130540977,469.63014
13449,N#C/C(=C\c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1,C1CCOC1,366.0,468.0,1.0,0.045,6.446035126873029,383.49274
13450,COc1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,C1CCOC1,388.0,510.0,0.5,0.028,5.625646128543804,443.5445
13451,CN(C)c1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccccc3)cc2)c2ccc(N(C)C)cc2)cc1,C1CCOC1,436.0,616.0,0.3,0.053,1.3513543200161935,469.63014
13452,N#C/C(=C\c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1,C1CCOC1,381.0,552.0,8.351508623546515,0.046,5.45042861171153,428.4898
13453,COc1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2)c2ccc(OC)cc2)cc1,C1CCOC1,421.0,643.0,1.4,0.045,2.4857662242066985,488.54156
13454,N#Cc1ccc(C=C(c2ccccc2)c2ccccc2)cc1,N#Cc1ccc(C=C(c2ccccc2)c2ccccc2)cc1,343.0,467.0,2.5,0.382,1.5516265791719162,281.3571
13455,COc1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(OC)cc2)cc1,COc1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(OC)cc2)cc1,388.0,485.0,10.28743779561857,0.107,3.6135776045398273,341.40886
13456,CN(C)c1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(N(C)C)cc2)cc1,415.0,550.0,6.019290690907156,0.006,6.399746142673681,367.4945
13457,O=Cc1ccc(C=C(c2ccccc2)c2ccccc2)cc1,O=Cc1ccc(C=C(c2ccccc2)c2ccccc2)cc1,347.0,458.0,0.5,0.055,5.539409291388194,284.35704
13458,COc1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(OC)cc2)cc1,COc1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(OC)cc2)cc1,375.0,525.0,3.072631070553042,0.012,1.7630298280256564,344.4088
13459,CN(C)c1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(N(C)C)cc2)cc1,445.0,578.0,9.601155624368905,0.004,6.355622523324603,370.49444
13460,N#Cc1ccc(/C=C/c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,N#Cc1ccc(/C=C/c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,395.0,482.0,1.5,0.36,3.8567541248497976,383.49274
13461,COc1ccc(C(=Cc2ccc(/C=C/c3ccc(C#N)cc3)cc2)c2ccc(OC)cc2)cc1,COc1ccc(C(=Cc2ccc(/C=C/c3ccc(C#N)cc3)cc2)c2ccc(OC)cc2)cc1,395.0,524.0,1.1,0.43,5.393803194247974,443.5445
13462,CN(C)c1ccc(C(=Cc2ccc(/C=C/c3ccc(C#N)cc3)cc2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(=Cc2ccc(/C=C/c3ccc(C#N)cc3)cc2)c2ccc(N(C)C)cc2)cc1,437.0,592.0,0.4,0.091,3.0046609756433607,469.63014
13463,N#C/C(=C\c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1,N#C/C(=C\c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccccc1,339.0,499.0,1.5,0.344,4.3773387331237155,383.49274
13464,COc1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,COc1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,410.0,519.0,0.3,0.265,6.733864321692336,443.5445
13465,CN(C)c1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccccc3)cc2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccccc3)cc2)c2ccc(N(C)C)cc2)cc1,449.0,636.0,1.0,0.053,2.9858366274287365,469.63014
13466,N#C/C(=C\c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1,N#C/C(=C\c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1,413.0,619.0,11.7,0.461,1.806548340557596,428.4898
13467,COc1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2)c2ccc(OC)cc2)cc1,COc1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2)c2ccc(OC)cc2)cc1,450.0,687.0,2.4,0.014,2.260918629538847,488.54156
13468,Brc1ccc(-c2nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)n2)cc1,ClCCl,357.0,498.0,4.07,0.65,4.854913022,918.89584
13469,C(#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)n2)cc1,ClCCl,361.0,500.0,4.16,0.67,4.998259338,1105.31412
13470,Brc1ccc(-c2nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)n2)cc1,CCCCCC,766.0780168743615,411.0,12.31349816146742,0.9,2.541557255470784,918.89584
13471,Brc1ccc(-c2nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)n2)cc1,Cc1ccccc1,967.176285636006,432.0,10.39979718496809,0.96,4.657567303897049,918.89584
13472,Brc1ccc(-c2nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)nc(-c3ccc(C#Cc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)n2)cc1,C1CCOC1,131.15279533467495,465.0,6.636795962693798,0.68,5.205042541437515,918.89584
