,Diameter (nm),Cell_type,Concentration (g/L),toxicity,Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
1493,200.0,11,4.402323324140955e-11,93.537415,0,0,5,2,0,41,72,10,16,240.797185,2.771428571428571,8,0.7683333333333334
1494,957.0,30,1.59880642016515e-13,93.25843,0,1,5,0,0,38,24,17,20,231.5326,2.75,11,0.8525
1495,22.83,48,0.05,33.333,0,0,5,2,1,16,24,19,5,79.5454,2.67,10,0.82
1496,28.33,110,0.0001,41.739,0,1,9,3,1,21,48,17,7,231.5326,2.75,11,0.8525
1497,28.41,45,1.137745337614076e-06,5.9800663,0,0,5,5,0,45,48,17,20,107.8682,1.93,0,1.086666666666667
1498,33.69,16,0.004,153.91,0,0,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
1499,12.5,47,0.025,83.575,18,0,5,2,1,7,24,12,4,195.084,2.28,16,0.805
1500,24.6,35,0.06,80.631,0,0,5,2,3,15,48,19,5,195.084,2.28,16,0.805
1501,22.83,48,0.005,69.094,0,0,5,2,1,16,24,17,7,79.5454,2.67,10,0.82
1502,326.5,94,2.013038793822099e-11,92.73359,50,0,5,2,0,42,48,17,20,231.5326,2.75,11,0.8525
1503,274.1,94,6.804631170809616e-10,83.333336,49,0,5,2,0,42,48,17,20,231.5326,2.75,11,0.8525
1504,21.8,44,0.005,92.5,0,1,5,0,3,24,24,8,2,60.0843,2.926666666666666,18,0.54
1505,6.0,47,0.002,50.217,0,0,5,2,1,7,72,17,7,231.5326,2.75,11,0.8525
1506,4.0,47,0.4,57.109,33,0,5,2,1,7,24,12,4,195.084,2.28,16,0.805
1507,437.0,83,4.308158377060175e-10,103.85965,25,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
1508,28.41,47,2.133272508026393e-07,0.0,0,0,5,2,0,34,72,3,9,107.8682,1.93,0,1.086666666666667
1509,39.7,30,0.0001,93.77,0,1,5,2,1,14,24,17,7,101.9612772,2.708,1,0.675
1510,4.0,64,0.4,54.206,33,0,5,2,1,6,24,12,4,195.084,2.28,16,0.805
1511,20.0,70,1.044902e-07,96.969696,27,0,5,3,0,30,24,17,20,208.9804,2.02,3,1.035
1512,6.0,64,0.1,69.675,0,0,5,2,1,6,24,17,7,196.966569,2.54,2,1.07
1513,38.0,29,1.091240621311237e-07,103.09091,0,1,5,0,0,26,24,13,15,79.8658,2.806666666666667,19,0.8516666666666667
1514,28.33,110,0.001,90.462,0,1,9,3,1,21,6,17,7,231.5326,2.75,11,0.8525
1515,25.0,6,0.001,97.742,0,0,5,2,1,17,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1516,4.0,50,0.1,87.317,33,0,5,3,1,17,24,12,4,195.084,2.28,16,0.805
1517,13.5,28,2.315326e-05,99.98777,0,0,5,2,0,32,48,15,12,231.5326,2.75,11,0.8525
1518,10.9,91,0.075,98.654,26,0,5,2,1,4,24,17,7,231.5326,2.75,11,0.8525
1519,25.0,44,1.5021075e-07,107.31707,0,1,5,0,2,48,48,4,9,60.0843,2.926666666666666,18,0.54
1520,239.0,30,2.928483916027279e-11,5.736289999999997,0,1,5,0,0,38,24,14,15,79.5454,2.67,10,0.82
1521,11.69,60,2.86365792854164e-06,100.0,0,0,10,2,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
1522,14.7,22,2.055232578943638e-08,96.02428,0,0,5,2,0,35,24,20,9,107.8682,1.93,0,1.086666666666667
1523,100.0,91,0.03,60.262,0,0,5,2,1,4,48,19,5,81.4084,2.545,20,0.88
1524,28.41,47,2.133272508026393e-07,0.41666666,0,0,5,2,0,34,48,3,9,107.8682,1.93,0,1.086666666666667
1525,30.0,88,0.05,88.144,27,0,9,11,1,1,48,16,7,231.5326,2.75,11,0.8525
1526,239.0,30,5.99646500648642e-13,97.75281,0,1,5,0,0,38,12,17,20,101.9612772,2.708,1,0.675
1527,10.0,31,0.05,72.5,0,0,5,2,1,8,24,17,7,123.2228,2.736666666666667,21,0.86
1528,120.0,4,0.2,84.637,0,0,5,2,1,18,96,17,7,60.0843,2.926666666666666,18,0.54
1529,40.0,55,0.015,37.484,0,0,5,6,1,4,48,17,7,1526.45392,2.564830917874396,4,0.3
1530,100.0,91,0.08,61.572,0,0,5,2,1,4,3,19,5,81.4084,2.545,20,0.88
1531,95.5,32,5.455137281889776e-06,63.0,0,0,5,3,0,45,24,18,21,632.5663,2.586144578313253,4,0.3
1532,165.0,5,8.195875402680562e-13,91.98412,0,0,5,2,0,45,48,18,21,81.4084,2.545,20,0.88
1533,65.0,6,0.05,81.345,0,0,5,2,1,17,24,17,7,107.8682,1.93,0,1.086666666666667
1534,27.7,46,0.05,69.231,27,0,5,5,1,21,48,17,7,107.8682,1.93,0,1.086666666666667
1535,100.33,76,0.5,29.024,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
1536,61.06,16,0.005,107.46,8,1,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
1537,326.5,73,4.026077587644198e-11,81.67816,50,1,5,10,0,29,24,14,15,231.5326,2.75,11,0.8525
1538,122.0,6,4.617838795228293e-06,80.0,0,0,5,2,0,41,4,17,20,1526.45392,2.564830917874396,4,0.3
1539,30.0,70,1.044902e-07,97.97571,52,0,5,3,0,30,24,17,20,208.9804,2.02,3,1.035
1540,20.0,70,1.044902e-05,71.51515,25,0,5,3,0,30,24,17,20,208.9804,2.02,3,1.035
1541,390.0,24,1.375717214839213e-11,65.90923,0,0,5,2,0,49,24,23,20,107.8682,1.93,0,1.086666666666667
1542,8.5,83,0.3472989,70.77922077922078,48,0,12,4,0,25,96,15,12,231.5326,2.75,11,0.8525
1543,1.5,22,0.00326539875,106.09375,35,0,5,2,0,35,24,17,20,261.2319,2.597272727272728,4,0.3
1544,13.5,47,2.344627640826832e-06,77.47748,33,0,5,2,0,34,24,10,16,195.084,2.28,16,0.805
